school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian,traveltime,schoolsup,famsup,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,health,G1_math,G2_math,G3_math,G1_por,G2_por,G3_por,drop_math,drop_por
GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,father,1,no,yes,yes,yes,no,4,2,4,2,4,1,14,13,13,13,13,14,0,0
GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,mother,1,no,no,yes,yes,no,5,3,2,1,2,5,13,12,12,14,15,15,0,0
GP,M,16,U,GT3,T,4,4,services,services,other,yes,yes,mother,1,yes,yes,yes,yes,no,4,5,5,5,5,4,7,7,5,9,9,8,0,0
GP,M,16,U,GT3,T,4,4,services,teacher,other,yes,yes,father,1,no,yes,yes,yes,yes,4,4,3,1,1,4,16,17,17,16,16,16,0,0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,father,1,no,yes,yes,yes,no,5,4,4,1,2,5,15,15,16,16,14,14,0,0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,no,yes,no,no,yes,3,3,2,2,1,5,7,6,0,9,9,8,1,0
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,yes,yes,mother,1,no,yes,yes,yes,yes,4,4,5,5,5,5,10,12,11,12,11,12,0,0
GP,M,16,U,LE3,A,3,4,services,other,home,yes,yes,mother,1,yes,yes,yes,yes,no,5,3,3,1,1,5,11,11,11,12,12,13,0,0
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,yes,no,mother,1,no,yes,no,yes,no,4,1,3,3,5,5,8,6,7,9,9,10,0,0
GP,M,16,U,LE3,T,1,1,other,other,home,yes,yes,mother,2,no,yes,no,yes,no,3,4,2,1,1,5,9,7,6,9,9,9,0,0
GP,M,16,U,LE3,T,1,1,services,other,course,yes,no,mother,1,no,no,no,yes,yes,4,4,4,1,3,5,14,12,12,10,10,10,0,0
GP,M,16,U,LE3,T,2,1,at_home,other,course,yes,no,mother,1,no,no,yes,yes,yes,4,4,4,3,5,5,12,13,14,9,10,10,0,0
GP,M,16,U,LE3,T,2,1,other,other,course,yes,yes,mother,1,no,no,yes,yes,yes,4,2,3,1,2,5,15,15,15,13,14,16,0,0
GP,M,16,U,LE3,T,2,2,other,other,home,yes,yes,mother,1,no,no,no,yes,no,4,4,4,1,1,3,12,12,11,13,12,13,0,0
GP,M,16,U,LE3,T,2,2,other,other,reputation,yes,yes,mother,2,no,yes,yes,yes,no,5,4,4,2,4,5,13,13,12,10,10,10,0,0
GP,M,16,U,LE3,T,2,2,services,services,reputation,yes,yes,father,2,no,yes,yes,yes,no,2,3,3,2,2,2,9,9,9,12,11,11,0,0
GP,M,16,U,LE3,T,4,2,teacher,other,course,yes,yes,mother,1,no,no,yes,yes,no,4,5,1,1,3,5,15,15,16,12,13,14,0,0
GP,M,16,U,LE3,T,4,3,health,other,home,yes,yes,father,1,no,no,yes,yes,no,3,1,3,1,3,5,8,10,10,12,12,12,0,0
GP,M,16,U,LE3,T,4,3,services,other,reputation,yes,yes,mother,1,no,yes,yes,yes,no,5,4,2,1,2,5,15,15,15,12,12,13,0,0
GP,M,16,U,LE3,T,4,3,teacher,other,course,no,yes,mother,1,no,no,yes,yes,no,5,4,5,1,1,3,6,0,0,14,14,15,1,0
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,no,no,mother,1,no,yes,yes,yes,yes,3,5,2,2,2,1,15,14,14,16,17,18,0,0
GP,M,17,R,GT3,T,1,2,at_home,other,home,yes,no,mother,1,no,no,no,yes,no,3,1,3,1,5,3,8,9,10,9,9,10,0,0
GP,M,17,R,GT3,T,1,3,other,other,course,yes,yes,father,3,no,yes,yes,yes,no,5,2,4,1,4,5,9,7,8,12,11,11,0,0
GP,M,17,R,GT3,T,2,1,other,other,course,no,yes,mother,1,no,no,no,yes,no,4,4,2,2,4,5,8,12,12,12,12,13,0,0
GP,M,17,R,GT3,T,2,2,other,other,course,yes,yes,father,2,no,yes,yes,yes,no,4,5,2,1,1,1,11,11,11,12,13,13,0,0
GP,M,17,R,GT3,T,2,2,services,other,course,yes,yes,mother,4,no,yes,no,yes,no,4,4,5,5,5,4,11,10,10,11,10,10,0,0
GP,M,17,R,GT3,T,3,4,at_home,other,course,yes,no,mother,3,no,no,no,yes,no,5,4,5,2,4,5,10,0,0,10,9,10,1,0
GP,M,17,R,LE3,A,4,4,teacher,other,course,yes,yes,mother,2,no,yes,no,yes,no,3,3,3,2,3,4,10,11,12,12,12,12,0,0
GP,M,17,R,LE3,T,1,1,other,services,course,yes,no,mother,4,no,no,yes,no,yes,5,3,5,1,5,5,5,8,7,8,8,8,0,0
GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,mother,1,no,no,no,yes,no,2,2,2,3,3,5,16,12,13,9,8,10,0,0
GP,M,17,R,LE3,T,2,1,at_home,other,course,yes,yes,mother,2,no,no,yes,no,yes,3,3,2,2,2,5,7,6,0,8,8,9,1,0
GP,M,17,U,GT3,T,1,1,other,other,reputation,no,yes,father,1,no,no,no,yes,no,4,3,3,1,2,4,12,10,11,12,12,12,0,0
GP,M,17,U,GT3,T,1,2,at_home,services,other,no,yes,other,2,no,no,yes,yes,no,4,4,4,4,5,5,7,8,8,10,11,12,0,0
GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,no,yes,no,yes,no,5,4,5,1,2,5,5,0,0,9,7,6,1,0
GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,2,yes,yes,yes,no,no,4,5,1,1,1,3,8,8,10,9,9,10,0,0
GP,M,17,U,GT3,T,2,3,other,other,course,yes,yes,father,2,no,no,no,yes,no,5,2,2,1,1,2,12,12,13,9,12,13,0,0
GP,M,17,U,GT3,T,3,1,services,other,other,yes,yes,mother,1,no,no,yes,yes,yes,5,4,4,3,4,5,9,9,10,11,11,14,0,0
GP,M,17,U,GT3,T,3,2,services,services,course,yes,yes,mother,1,no,yes,yes,yes,no,5,5,5,2,4,5,6,5,5,8,8,7,0,0
GP,M,17,U,GT3,T,3,3,health,other,home,yes,yes,mother,1,no,yes,no,yes,no,4,4,3,1,3,5,14,12,11,14,15,15,0,0
GP,M,17,U,GT3,T,3,3,other,other,reputation,no,yes,father,1,no,no,yes,yes,no,4,3,4,1,4,4,6,5,6,11,9,10,0,0
GP,M,17,U,GT3,T,3,3,other,services,reputation,no,yes,mother,1,no,no,yes,yes,no,4,3,5,3,5,5,14,15,16,17,18,17,0,0
GP,M,17,U,GT3,T,3,3,services,services,other,yes,yes,mother,1,no,yes,yes,yes,yes,4,3,4,2,3,4,12,12,11,11,13,14,0,0
GP,M,17,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,no,yes,yes,yes,yes,5,2,3,1,1,2,10,10,11,11,11,13,0,0
GP,M,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,1,no,no,no,yes,no,5,2,3,1,2,5,17,15,16,13,13,14,0,0
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,yes,yes,mother,1,yes,yes,yes,yes,yes,4,5,5,1,3,2,11,9,9,13,13,13,0,0
GP,M,17,U,LE3,A,3,2,teacher,services,home,yes,yes,mother,1,no,no,no,yes,no,4,4,4,3,4,3,11,9,10,13,13,13,0,0
GP,M,17,U,LE3,A,4,1,services,other,home,yes,yes,mother,2,no,no,yes,yes,yes,4,5,4,2,4,5,8,8,8,11,11,10,0,0
GP,M,17,U,LE3,T,1,1,health,other,course,yes,yes,mother,2,no,yes,yes,yes,no,4,4,4,1,2,5,7,9,8,9,10,10,0,0
GP,M,17,U,LE3,T,2,2,other,other,home,no,yes,father,1,no,no,yes,yes,yes,4,4,2,5,5,4,14,13,13,16,16,16,0,0
GP,M,17,U,LE3,T,2,3,services,services,reputation,no,yes,father,1,no,yes,no,yes,no,5,3,3,1,3,3,12,11,12,10,11,11,0,0
GP,M,17,U,LE3,T,4,3,health,other,course,yes,yes,mother,2,no,no,yes,yes,yes,2,5,5,1,4,5,12,12,12,15,15,15,0,0
GP,M,17,U,LE3,T,4,3,teacher,other,course,yes,yes,mother,2,no,no,yes,yes,no,4,4,4,4,4,4,10,9,9,10,11,11,0,0
GP,M,17,U,LE3,T,4,4,other,teacher,home,yes,yes,father,2,no,no,no,yes,no,4,1,1,2,2,5,11,11,10,12,13,13,0,0
GP,M,17,U,LE3,T,4,4,services,other,home,yes,yes,mother,1,no,yes,no,yes,yes,5,3,5,4,5,3,12,12,13,13,12,12,0,0
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,yes,yes,mother,1,no,yes,yes,yes,no,4,4,4,1,3,5,13,11,10,11,9,10,0,0
GP,M,18,R,GT3,T,3,2,other,other,course,no,no,mother,1,no,no,yes,yes,no,5,3,2,1,1,3,13,12,12,10,11,12,0,0
GP,M,18,R,GT3,T,4,3,teacher,services,course,yes,yes,mother,1,no,no,no,yes,yes,5,3,2,1,2,4,16,15,16,15,14,17,0,0
GP,M,18,R,LE3,A,3,4,other,other,reputation,yes,yes,mother,2,no,yes,yes,yes,no,4,2,5,3,4,1,17,17,17,15,16,16,0,0
GP,M,18,R,LE3,T,3,2,services,other,reputation,yes,yes,mother,2,no,yes,yes,yes,no,5,4,2,1,1,4,14,13,14,14,15,15,0,0
GP,M,18,R,LE3,T,3,3,other,services,course,yes,yes,mother,1,no,yes,no,yes,yes,4,3,3,1,3,5,3,5,5,10,9,10,0,0
GP,M,18,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,no,no,yes,yes,no,5,2,4,1,2,4,15,14,14,16,16,16,0,0
GP,M,18,U,GT3,T,2,1,services,services,other,no,yes,mother,1,no,no,no,no,no,3,2,5,2,5,5,6,9,8,7,8,6,0,0
GP,M,18,U,GT3,T,2,1,services,services,reputation,yes,yes,mother,1,no,no,yes,yes,no,4,2,4,1,3,2,15,14,14,14,15,15,0,0
GP,M,18,U,GT3,T,2,2,other,other,home,yes,yes,mother,2,no,yes,no,yes,no,3,3,3,5,5,4,12,13,13,10,9,10,0,0
GP,M,18,U,GT3,T,2,2,other,services,reputation,yes,yes,father,1,no,no,no,no,no,5,5,4,3,5,2,7,7,0,8,7,8,1,0
GP,M,18,U,GT3,T,2,2,services,other,home,yes,yes,mother,1,no,yes,yes,yes,no,4,4,4,2,4,5,6,7,8,12,11,11,0,0
GP,M,18,U,GT3,T,3,2,services,other,course,yes,yes,mother,2,no,no,no,no,no,4,4,5,2,4,5,6,8,8,7,8,7,0,0
GP,M,18,U,GT3,T,4,2,health,other,reputation,yes,yes,father,1,no,yes,yes,yes,yes,5,4,5,1,3,5,10,9,10,10,12,14,0,0
GP,M,18,U,GT3,T,4,2,teacher,other,home,yes,yes,mother,1,no,yes,yes,yes,yes,4,3,2,1,4,5,12,11,11,15,16,16,0,0
GP,M,18,U,GT3,T,4,3,teacher,other,course,no,yes,mother,1,no,yes,no,yes,no,4,3,2,1,1,3,8,8,8,10,10,11,0,0
GP,M,18,U,GT3,T,4,3,teacher,other,course,yes,yes,mother,1,no,yes,no,yes,yes,5,4,5,2,3,5,10,10,9,14,13,14,0,0
GP,M,18,U,GT3,T,4,4,other,other,course,yes,yes,mother,1,no,no,yes,yes,no,4,3,3,2,2,3,9,12,11,13,14,13,0,0
GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,father,1,no,yes,yes,yes,no,4,3,3,2,2,2,10,10,0,12,12,13,1,0
GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,mother,2,no,no,yes,yes,no,3,2,4,1,4,3,9,9,9,11,12,12,0,0
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,yes,yes,mother,1,no,yes,yes,yes,no,5,4,3,1,1,2,15,13,15,17,17,17,0,0
GP,M,18,U,LE3,T,1,1,other,other,course,yes,yes,mother,1,no,no,no,no,yes,2,3,5,2,5,4,6,5,0,11,9,0,1,1
GP,M,18,U,LE3,T,2,1,at_home,other,course,yes,yes,mother,4,yes,yes,yes,yes,yes,4,3,2,4,5,3,10,8,9,9,10,11,0,0
GP,M,18,U,LE3,T,2,2,other,other,course,yes,yes,mother,1,no,yes,yes,yes,no,4,5,5,2,4,5,9,8,8,11,11,12,0,0
GP,M,18,U,LE3,T,3,3,services,health,home,yes,yes,father,1,no,yes,no,yes,no,3,2,4,2,4,4,6,6,8,10,10,10,0,0
GP,M,18,U,LE3,T,3,4,services,other,home,yes,yes,mother,1,no,no,yes,yes,yes,4,3,3,1,3,5,16,15,15,16,16,17,0,0
GP,M,18,U,LE3,T,4,3,teacher,services,course,yes,yes,mother,2,no,no,yes,yes,no,4,2,3,1,2,1,10,11,10,10,10,10,0,0
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,yes,yes,mother,1,no,yes,no,yes,yes,1,4,2,2,2,1,16,15,16,18,18,17,0,0
GP,M,19,R,GT3,T,3,3,other,services,reputation,yes,no,father,1,no,no,yes,yes,yes,4,5,3,1,2,5,15,12,12,10,10,11,0,0
GP,M,19,U,GT3,T,3,2,services,at_home,home,yes,yes,mother,1,no,yes,no,no,yes,4,5,4,1,1,4,5,0,0,11,9,11,1,0
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,yes,yes,mother,1,no,yes,no,yes,no,4,3,1,1,1,1,11,11,11,11,13,14,0,0
GP,M,20,U,GT3,A,3,2,services,other,course,yes,no,other,1,no,no,yes,yes,no,5,5,3,1,1,5,17,18,18,14,15,15,0,0
GP,M,22,U,GT3,T,3,1,services,services,other,no,yes,mother,1,no,no,no,no,yes,5,4,5,5,5,1,6,8,8,7,8,5,0,0
MS,F,17,R,GT3,T,1,1,other,services,reputation,yes,yes,mother,3,no,yes,no,yes,yes,5,2,1,1,2,1,7,6,0,8,8,9,1,0
MS,F,17,R,GT3,T,1,2,other,other,course,yes,yes,mother,1,no,no,yes,yes,no,3,5,5,1,3,1,6,5,5,7,8,9,0,0
MS,F,17,R,GT3,T,1,2,other,services,course,no,no,father,2,no,no,no,yes,no,3,2,2,1,2,3,12,11,12,13,13,13,0,0
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,no,yes,mother,1,no,yes,yes,yes,no,4,5,4,2,3,1,10,10,10,8,9,9,0,0
MS,F,17,R,GT3,T,4,4,teacher,services,other,yes,yes,father,2,no,yes,yes,yes,no,4,3,3,1,2,5,12,13,13,12,12,12,0,0
MS,F,17,U,GT3,T,2,2,other,at_home,home,yes,no,mother,1,no,no,yes,yes,yes,3,4,3,1,1,3,13,11,11,10,11,12,0,0
MS,F,17,U,LE3,A,3,2,services,other,reputation,yes,no,mother,2,no,no,no,yes,yes,1,2,3,1,2,5,12,12,11,15,14,15,0,0
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,yes,yes,mother,1,no,yes,yes,yes,yes,2,3,4,1,1,1,16,15,15,15,14,15,0,0
MS,F,18,R,GT3,T,1,1,other,other,home,yes,yes,mother,4,no,no,no,yes,no,4,3,2,1,2,4,8,8,10,10,11,12,0,0
MS,F,18,R,GT3,T,2,2,at_home,other,other,yes,no,mother,2,no,no,no,yes,no,5,3,3,1,3,4,10,9,10,14,17,15,0,0
MS,F,18,R,GT3,T,4,4,other,teacher,other,no,yes,father,3,no,yes,no,yes,yes,3,2,2,4,2,5,14,12,11,7,5,0,0,1
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,yes,yes,mother,3,no,yes,yes,yes,yes,4,4,3,2,2,5,6,5,6,7,9,10,0,0
MS,F,18,R,LE3,T,4,4,other,other,reputation,yes,yes,mother,2,no,no,no,yes,no,5,4,4,1,1,1,19,18,19,15,17,17,0,0
MS,F,18,R,LE3,T,4,4,teacher,services,course,yes,yes,mother,1,no,no,yes,yes,no,5,4,3,3,4,2,8,9,10,13,14,14,0,0
MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,mother,2,no,no,yes,yes,no,1,1,1,1,1,5,6,5,0,11,12,9,1,0
MS,F,18,U,GT3,T,2,3,at_home,services,course,yes,yes,father,2,no,yes,no,yes,yes,5,2,3,1,2,4,11,10,10,10,10,10,0,0
MS,F,18,U,GT3,T,3,3,other,other,home,yes,yes,mother,1,no,no,no,yes,yes,4,1,3,1,2,1,15,15,15,16,16,16,0,0
MS,F,18,U,GT3,T,3,3,services,services,course,yes,no,father,1,no,yes,no,yes,yes,5,3,4,1,1,5,10,9,9,10,10,10,0,0
MS,F,18,U,GT3,T,3,3,services,services,other,yes,yes,mother,2,no,yes,no,yes,yes,4,3,2,1,3,3,11,11,10,13,12,13,0,0
MS,F,18,U,LE3,T,1,1,at_home,services,course,yes,yes,father,2,no,no,no,yes,no,5,3,2,1,1,4,18,16,16,19,17,18,0,0
MS,F,18,U,LE3,T,3,1,teacher,services,course,yes,yes,mother,1,no,yes,no,yes,no,4,3,4,1,1,1,7,9,8,15,15,16,0,0
MS,F,19,R,GT3,T,2,3,services,other,course,no,yes,mother,1,no,no,yes,yes,no,5,4,2,1,2,5,7,5,0,10,11,10,1,0
MS,M,17,R,GT3,T,4,3,services,other,home,no,yes,mother,2,no,yes,yes,yes,yes,4,5,5,1,3,2,13,11,11,10,11,11,0,0
MS,M,17,U,GT3,T,2,3,other,services,home,yes,yes,father,2,no,no,yes,yes,no,4,4,3,1,1,3,11,11,10,14,15,16,0,0
MS,M,17,U,GT3,T,3,3,health,other,course,yes,yes,mother,2,no,yes,no,yes,no,4,5,4,2,3,3,13,13,13,8,9,10,0,0
MS,M,17,U,LE3,T,3,1,services,services,course,no,yes,mother,2,no,no,no,yes,no,2,4,5,3,4,2,14,16,16,10,10,10,0,0
MS,M,18,R,GT3,T,1,3,at_home,other,course,yes,no,mother,2,no,yes,no,yes,no,3,3,4,2,4,3,10,10,10,8,10,9,0,0
MS,M,18,R,GT3,T,2,1,other,other,other,no,yes,mother,2,no,no,yes,yes,yes,4,4,3,1,3,5,7,6,7,7,7,0,0,1
MS,M,18,R,GT3,T,3,2,other,other,course,no,yes,mother,2,no,yes,no,yes,no,2,5,5,5,5,5,11,13,13,9,10,11,0,0
MS,M,18,R,GT3,T,4,2,other,other,home,yes,no,father,2,no,no,no,yes,no,5,4,3,4,3,3,6,5,5,7,7,0,0,1
MS,M,18,R,LE3,T,1,2,at_home,services,other,yes,yes,father,3,no,yes,yes,no,yes,4,3,3,2,3,3,14,12,12,9,10,10,0,0
MS,M,18,R,LE3,T,3,2,services,other,course,no,yes,mother,3,no,no,no,yes,no,4,4,1,3,4,5,11,12,10,10,11,11,0,0
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,father,1,no,no,yes,yes,no,3,2,4,1,4,2,15,14,14,17,18,19,0,0
MS,M,18,U,LE3,T,1,1,other,services,home,no,yes,father,2,no,no,no,yes,yes,3,3,2,1,2,3,10,10,10,14,13,14,0,0
MS,M,18,U,LE3,T,1,3,at_home,services,course,yes,yes,mother,1,no,no,no,no,yes,4,3,3,2,3,3,8,7,8,9,10,9,0,0
MS,M,18,U,LE3,T,4,4,teacher,services,other,yes,yes,mother,2,no,no,no,yes,yes,4,2,2,2,2,5,13,13,13,15,16,16,0,0
MS,M,19,R,GT3,T,1,1,other,other,home,yes,yes,other,3,no,yes,no,yes,no,4,4,4,3,3,5,8,8,8,8,9,10,0,0
MS,M,19,R,GT3,T,1,1,other,services,home,yes,yes,other,3,no,no,no,yes,no,5,4,4,3,3,2,8,7,8,10,9,11,0,0
MS,M,19,R,GT3,T,1,1,other,services,other,yes,no,mother,2,no,no,no,yes,no,4,3,2,1,3,5,6,5,0,5,8,0,1,1
